% Device,CC1942004
% File name,CC1942004_20220428_185702
% Cast time (UTC),2022-04-28 18:57:02
% Cast time (local),2022-04-28 15:57:02
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-22.9933161
% Start longitude,-44.3580939
% Start altitude,-22.069999694824219
% Start GPS horizontal error(Meter),49.405998229980469
% Start GPS vertical error(Meter),75.092002868652344
% Start GPS number of satellites,5
% End latitude,-22.992876
% End longitude,-44.358049
% End altitude,3.9330000877380371
% End GPS horizontal error(Meter),74.927001953125
% End GPS vertical error(Meter),98.986000061035156
% End GPS number of satellites,5
% Cast duration (Seconds),57.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-10-28
% Temperature calibration date,2019-10-25
% Pressure calibration date,2019-10-23
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15041752270048034,28.45492923656834,50016.05226070209,46783.3864668988,30.394527523361489,1537.4906384899268,1018.7916328992225
0.44999999999999996,0.45125736867785038,28.452835984630131,50029.684981215643,46797.970640511216,30.405063571537831,1537.5021305550929,1018.8015017591475
0.74999999999999989,0.752093485719887,28.443060074110363,50014.8221830096,46792.625753141037,30.401121914383317,1537.481468174658,1018.8030128353582
1.05,1.0529275547637627,28.43733302112317,50028.369020642385,46810.316114453861,30.413926402126,1537.4873095534197,1018.8157615583795
1.35,1.3537584241677048,28.417804141381755,50013.42817869797,46813.4444897123,30.416170787975769,1537.4515652319515,1018.8250731654634
1.65,1.6545798017301074,28.35784642392575,50024.987259009169,46876.879982714112,30.462378216938522,1537.3724366698298,1018.8804450011388
1.9500000000000002,1.9553859087461738,28.24344147778525,49937.312157614666,46895.270827346882,30.475909136300743,1537.137909432907,1018.9289058310739
2.25,2.2561670912996132,28.037007002340708,49846.249031166866,46991.95132652091,30.5464979872513,1536.757044688344,1019.0497035694652
2.55,2.5568985774276114,27.782849438467373,49865.27690859935,47236.249500636339,30.724488653911891,1536.3792822728008,1019.2660889174077
2.85,2.8575629384060681,27.598825327007749,50035.750078945275,47563.562273370371,30.962948194170277,1536.2204764107273,1019.5051624847241
3.15,3.1581122102765358,27.36501081938998,50704.367091454638,48414.357505183187,31.583941206083857,1536.3511751242297,1020.0472970324682
3.4499999999999997,3.45851089294046,27.17795722563072,51320.226290278042,49178.071564162972,32.142736053721805,1536.5214417744739,1020.5279413875049
3.75,3.758771023159027,27.054212687299096,51992.704218604769,49940.918836805948,32.702358235847562,1536.8368440815907,1020.9892809478596
4.05,4.0589177578017388,26.849617782843065,52247.147623431738,50383.348863104075,33.02703739320075,1536.7174984605802,1021.2995580582608
4.35,4.358971296743638,26.614928525776907,52476.151010724861,50834.276545125751,33.358111646777651,1536.5336469053102,1021.6240020333221
4.6499999999999995,4.65894619689926,26.447286337949283,52598.954879031284,51119.270444622547,33.567331153488375,1536.3731669853983,1021.8354717645908
4.9499999999999993,4.9588722586311915,26.327529162190057,52630.65413769758,51269.421104793269,33.677349674935833,1536.2170759752041,1021.9571227716589
5.2499999999999991,5.25876911876665,26.242597407283924,52636.420473746643,51360.023824889679,33.743611469863055,1536.0948228120481,1022.0348651126157
5.55,5.5586419824781528,26.095299732011554,52558.324129443652,51431.662408387339,33.795418211649135,1535.8107132079817,1022.121077055552
5.85,5.8584911850732144,25.986908138397784,52522.286181467854,51505.659098706747,33.849181112514529,1535.6188259122314,1022.1965580601434
6.1499999999999995,6.15831466607724,25.869774400339924,52517.565226168394,51619.616801187796,33.9323540317154,1535.4370810225139,1022.2968487620029
6.4499999999999993,6.4581062486458904,25.7301555640569,52508.453855797889,51752.703369394891,34.02943287439679,1535.2162431641416,1022.4144875544936
6.7499999999999991,6.757872119123447,25.656179122730094,52494.758774414695,51814.763453862244,34.074554346522163,1535.0943786375722,1022.4726160152922
7.0499999999999989,7.0576257160671236,25.623954594440768,52488.7195071901,51841.7811564588,34.094140198078918,1535.0439633604024,1022.4986045787119
7.35,7.3573732201777116,25.603633289495,52483.317739504368,51857.26234246463,34.105304811390155,1535.0127288012579,1022.5145726821945
7.6499999999999995,7.6571141240406178,25.573342125268418,52486.58798285338,51891.555686438442,34.130281967760929,1534.9725890251896,1022.5440254163259
7.9499999999999993,7.9568426038735893,25.512173080365674,52488.537795494231,51956.325173324192,34.177493608253165,1534.8827751014396,1022.5997330553969
8.25,8.2565593329188367,25.469047488569778,52463.132323422,51975.552278160045,34.1911953628348,1534.7997949715336,1022.6245964323404
8.5499999999999989,8.5562718457802518,25.452752233356026,52442.940325457246,51972.328568812387,34.188556882417025,1534.7631557055026,1022.6288935313114
8.85,8.8559804959179189,25.439857407506878,52460.9392392185,52003.457122591724,34.211354502125786,1534.7619143466354,1022.651346167567
9.1499999999999986,9.1556810150289589,25.403152266941738,52461.122073891544,52041.509027104614,34.239031207507921,1534.709074742625,1022.6847730549787
9.45,9.4553648258314844,25.346503333092439,52515.552299287127,52154.120765690779,34.321651736707288,1534.6675045669538,1022.7657724555238
9.77170412548743,9.7767103291862139,25.325099064085737,52558.457949156509,52218.931434418781,34.369280054699793,1534.6728927086654,1022.8096638542348
