% Device,CC1942004
% File name,CC1942004_20220427_143757
% Cast time (UTC),2022-04-27 14:37:57
% Cast time (local),2022-04-27 11:37:57
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-23.1982092
% Start longitude,-44.4648511
% Start altitude,-3.8889999389648438
% Start GPS horizontal error(Meter),29.451999664306641
% Start GPS vertical error(Meter),41.382999420166016
% Start GPS number of satellites,4
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),245.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-10-28
% Temperature calibration date,2019-10-25
% Pressure calibration date,2019-10-23
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14993751328055185,25.90423583984375,52156.734375,51230.2498156508,33.646952954363584,1535.1121373058279,1022.045108434989
0.44999999999999996,0.44981078988073053,25.868237625849169,52132.912459569656,51243.088902570737,33.65605633535877,1535.0420117004785,1022.0643915860121
0.74999999999999989,0.7496783013133953,25.822088040227818,52090.39949655714,51247.795501166147,33.659072111359286,1534.9413032779557,1022.0822077721241
1.05,1.0495398612775408,25.796743272926538,52090.447063078755,51273.412139043307,33.677678758851414,1534.9063508299305,1022.1053520908459
1.35,1.3493922639951754,25.762312918607446,52106.300761867518,51323.804773646771,33.714492898642511,1534.8693541236605,1022.1450254741432
1.65,1.6492369417219635,25.699662558889457,52029.720090544135,51311.702548424037,33.704941779408223,1534.7157571167456,1022.158407485379
1.9500000000000002,1.9490778717899628,25.680254915554375,52019.798630818,51321.56371105041,33.711961092946034,1534.6822892044465,1022.170966356287
2.25,2.248913708455154,25.678547987426636,52055.950796648664,51358.960412168635,33.739454925617729,1534.712736182136,1022.1935247942154
2.55,2.5487465567484775,25.684934156048094,52060.514741003113,51356.9915872041,33.737966266308405,1534.7313320584719,1022.1917313984278
2.85,2.8485773676156496,25.692141475710692,52098.910504334592,51387.561254734086,33.760501254397568,1534.7776072205459,1022.2078065851472
3.15,3.1483984954500768,25.702252437012756,52204.283629498248,51481.227283098975,33.829647913192318,1534.8806896406334,1022.2581479518441
3.4499999999999997,3.4482069405273803,25.705819797966807,52274.1936584286,51546.542257585861,33.87782067117579,1534.945788768199,1022.2946821975191
3.75,3.7480045573151526,25.711819629418383,52350.068316872646,51615.253307242696,33.92853416977799,1535.0193697772143,1022.3323839852533
4.05,4.0477868768980381,25.709811833400959,52466.613729983212,51732.211018997608,34.014842166854059,1535.1121149344372,1022.3994057733888
4.35,4.3475428330038808,25.712600733014391,52674.668425624193,51934.497210012421,34.16432065497397,1535.2839036872667,1022.5126111540892
4.6499999999999995,4.6472574101493427,25.720240513779853,52992.583002371604,52240.0746384221,34.390400645904947,1535.5492566947796,1022.6821258360313
4.9499999999999993,4.9469312796451,25.703729682773602,53161.3011424527,52423.462213780746,34.52596366856946,1535.6605330865434,1022.7908111159522
5.2499999999999991,5.2465727021998854,25.682903163450653,53331.049440069255,52612.46506349332,34.665728631290428,1535.7661379303104,1022.904011677655
5.55,5.5461932872147752,25.6707950351943,53362.830914878221,52656.397909105362,34.698088221707735,1535.7772318291345,1022.933465674788
5.85,5.8458073929342671,25.657652467586963,53367.083088077881,52674.255999352252,34.711109479910832,1535.7651382641013,1022.9486433603112
6.1499999999999995,6.1454181555507637,25.648578020547451,53364.9143230486,52681.552383760078,34.716338984129287,1535.7543096695029,1022.9566836972603
6.4499999999999993,6.445026680810078,25.642754101297566,53367.195248348318,52689.862740878205,34.722351101371665,1535.7520110301009,1022.9643112132528
6.7499999999999991,6.7446330110607358,25.634439374995569,53365.715549282177,52697.053831344856,34.727509324147753,1535.7428968707457,1022.9720626020064
7.0499999999999989,7.0442361992728122,25.622960116585432,53370.650922922694,52713.878050601234,34.739778955358027,1535.733910381859,1022.9861575503805
7.35,7.3438361312254887,25.611017522186341,53364.77750772619,52720.514346834345,34.744489900874342,1535.7157112566865,1022.9946892875084
7.6499999999999995,7.6434339582997453,25.600652012035063,53357.267228009383,52723.892979994285,34.746800232447576,1535.6986658028386,1023.0009218080787
7.9499999999999993,7.9430295634828925,25.594030380247755,53361.34374999893,52734.822022433254,34.754745254869455,1535.696533661798,1023.0102529008228
8.25,8.2426232259112382,25.585170520518083,53352.793664632016,52735.607210211281,34.755146634804944,1535.6809991308007,1023.0145792808377
8.5499999999999989,8.5422133795884161,25.553427566052616,53336.046059375665,52752.156112152152,34.767008142901886,1535.6234656906424,1023.0346056730034
8.85,8.8417989657104616,25.533531165440863,53322.928192505991,52759.946675735933,34.772490984207558,1535.5871573484567,1023.0461635962373
9.1499999999999986,9.1413797430502264,25.497693378487511,53302.614550912054,52777.276529643896,34.784882426657234,1535.5203558867484,1023.0678388102348
