% Device,CC1942004
% File name,CC1942004_20220427_143525
% Cast time (UTC),2022-04-27 14:35:25
% Cast time (local),2022-04-27 11:35:25
% Sample type,Invalid
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-23.1982951
% Start longitude,-44.4648557
% Start altitude,-27.583000183105469
% Start GPS horizontal error(Meter),63.993999481201172
% Start GPS vertical error(Meter),84.892997741699219
% Start GPS number of satellites,4
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),0
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-10-28
% Temperature calibration date,2019-10-25
% Pressure calibration date,2019-10-23
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
