% Device,CC1942004
% File name,CC1942004_20220426_150505
% Cast time (UTC),2022-04-26 15:05:05
% Cast time (local),2022-04-26 12:05:05
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-22.9295335
% Start longitude,-43.8117002
% Start altitude,-9.1379995346069336
% Start GPS horizontal error(Meter),21.100000381469727
% Start GPS vertical error(Meter),32.430000305175781
% Start GPS number of satellites,4
% End latitude,-22.9294427
% End longitude,-43.8115822
% End altitude,-21.184999465942383
% End GPS horizontal error(Meter),215.822998046875
% End GPS vertical error(Meter),481.77398681640625
% End GPS number of satellites,3
% Cast duration (Seconds),51
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-10-28
% Temperature calibration date,2019-10-25
% Pressure calibration date,2019-10-23
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15027909804300466,26.165157795488948,48294.691077672491,47194.900942854576,30.69153740375647,1532.5731068232051,1019.7385231791423
0.44999999999999996,0.4508383615749138,26.158556349362946,48301.509831233467,47207.655256514037,30.700704200173178,1532.5723306046036,1019.7487480033037
0.74999999999999989,0.75139467974074814,26.152544414214297,48297.942450161041,47209.716548078482,30.702092481185861,1532.5646571125083,1019.7529382159441
1.05,1.0519453448973088,26.12968841347401,48325.629259823509,47257.895323970377,30.736960078491354,1532.5528494321902,1019.7874977926886
1.35,1.3524877035274499,26.120726399789497,48351.211924157884,47291.201954005279,30.761075077261793,1532.5624115361325,1019.8096961334493
1.65,1.6530267151752978,26.11853594095372,48347.281884534845,47289.384363805024,30.759658321307551,1532.5607711622349,1019.8106003426325
1.9500000000000002,1.9535646864046843,26.114985242400138,48351.823315198941,47297.111684472191,30.765182388654228,1532.5633114379823,1019.8171456812726
2.25,2.2540954831823172,26.112279344196558,48424.792444910709,47370.996819386623,30.818874190137528,1532.6191870560097,1019.8596809918683
2.55,2.5546135519401711,26.104018312652492,48492.498645613407,47444.897922642893,30.872562602528124,1532.6619285680381,1019.9039218874095
2.85,2.855113023781608,26.078000879248176,48604.314110183906,47578.520374248561,30.969679596622658,1532.7089776652124,1019.986306000078
3.18404764287612,3.1896804134148296,26.033625774101793,48795.025048446507,47806.739486270912,31.135691629538925,1532.7866239252583,1020.1263412494449
