% Device,CC1942004
% File name,CC1942004_20211104_111147
% Cast time (UTC),2021-11-04 11:11:47
% Cast time (local),2021-11-04 08:11:47
% Sample type,Cast
% Cast data,Processed
% Location source,Manual
% Default latitude,32
% Default altitude,0
% Start latitude,
% Start longitude,
% Start altitude,
% Start GPS horizontal error(Meter),
% Start GPS vertical error(Meter),
% Start GPS number of satellites,
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),142.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-10-28
% Temperature calibration date,2019-10-25
% Pressure calibration date,2019-10-23
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14961790183275317,22.107266312027296,48997.560040950142,52006.3717096233,34.157522466771674,1526.2199436022427,1023.5499716603717
0.44999999999999996,0.44883819701796934,22.004601611056337,49021.877247100092,52145.827819939717,34.2575270909935,1526.0656385757736,1023.6559087545116
0.74999999999999989,0.7480218112134378,21.867779154664298,49061.291187429037,52340.106649310306,34.396991023694092,1525.8642343219992,1023.8012779313102
1.05,1.0471536668752448,21.624098551504819,49048.601210232067,52600.053120650628,34.581763690616064,1525.4288320825808,1024.0105785000171
1.35,1.3462501807457759,21.483159399248457,48893.8968580374,52593.129952810305,34.572374321090052,1525.0489782546986,1024.043619543253
1.65,1.6453378310917586,21.391423897508897,48803.5477157928,52599.751867514278,34.574375743152018,1524.8116692616711,1024.071662670973
1.9500000000000002,1.9444087948593354,21.243687765771103,48727.921247847044,52686.024409059712,34.633333545483687,1524.4868738634277,1024.1582865203532
2.25,2.243439195336407,20.963938679115973,48631.42843531094,52901.720166778221,34.783301615718834,1523.905948266568,1024.349907409435
2.55,2.5424385571034036,20.8642505596618,48518.9984595832,52894.136356232411,34.774231474282033,1523.6315011666288,1024.3713111867505
2.85,2.8414183986051196,20.709446357902834,48475.331882095808,53025.507575104086,34.8657113441725,1523.3184817146137,1024.4840633172883
3.15,3.1403740504578943,20.624654328938849,48436.813041105772,53081.841115871452,34.904172537728357,1523.1356864605916,1024.5374768945965
3.4499999999999997,3.4393169631566858,20.565559719190272,48404.581756846492,53115.315662917819,34.926645229318034,1523.0047014620714,1024.5717694802472
3.75,3.7382474965911716,20.493899294470246,48381.065343435388,53173.1354024825,34.966601957237835,1522.8586408729607,1024.6227249799676
4.05,4.03716727700529,20.467354919613928,48377.9966163967,53200.803853587669,34.985941063077185,1522.8126622846166,1024.6458740505232
4.35,4.3360786335734494,20.426159571174427,48372.788277996886,53243.316994699533,35.015688804446029,1522.7381624083671,1024.6808673901808
4.6499999999999995,4.634976437045732,20.333057711934181,48329.911996821313,53305.374086974713,35.057893069758578,1522.5351803621104,1024.7391889727958
4.9499999999999993,4.93384359080643,20.123388751215536,48269.102610107344,53485.679983207228,35.182788575765628,1522.1030516035587,1024.8914410390014
5.2499999999999991,5.2326857544563419,19.98061939132263,48092.2916954004,53458.9033523603,35.157196708874849,1521.6849958656542,1024.9109643513161
5.55,5.5315489007227452,20.048684112664549,47927.553915195087,53195.287342168114,34.965292151016833,1521.6636466204418,1024.7479315472774
5.85,5.8304019191569552,19.472591422065697,47471.573801902916,53371.719843549785,35.071246992508279,1520.1824568492373,1024.9808289294642
6.0681600099552178,6.0476862843315384,19.291294479431876,47463.426127782928,53580.987737696552,35.217396546254754,1519.8403616326179,1025.1403035062394
