Cruise,Station,Year,Month,Day,Hour,Lat,Long,Pressure_CTD (dbar),Depth (m),Temperatura_CTD (C),Salinidade_CTD (psu),Sound velocity_CTD (m/s),Density_CTD(kg/m3),Prof local (m),Secchi (m),Salinidade (psu),Temperatura (C),pH,pH2,Tph,OD (mg/L),OD (% sat),OD (frasco),pCO2,Cond(mS/cm),Ch4,Metais (ml),N Fil Metais,MPS (mL),MPS (mg/ L),Volume filtrado Chl-a (ml),Chl a (ug/m3),Feo (ug/m3),Clorf-a (ug/m3),Clorf-b (ug/m3),Clorf-c (ug/m3),Clorf-a 2(ug/m3),Clorf-b 2(ug/m3),Clorf-c 2(ug/m3),Carotenoide Diatom (ug/m3),Carotenoide Dinofl (ug/m3)
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,4.95,4.951101556,25.65949035,33.13009324,1534.060144,1021.751438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,5.25,5.251059177,25.61295493,33.17529651,1534.002866,1021.801086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,5.55,5.550998121,25.53964021,33.24723381,1533.910264,1021.879083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,5.85,5.850902239,25.42258578,33.40982939,1533.810034,1022.038805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,6.15,6.150760029,25.31716355,33.57284207,1533.737521,1022.195254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,6.45,6.450571614,25.20380035,33.73606269,1533.645648,1022.354242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,6.75,6.750348487,25.17760611,33.82729378,1533.685749,1022.432373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,7.05,7.050104272,25.1526576,33.90310961,1533.712266,1022.498491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,7.35,7.349845002,25.15297108,33.95048876,1533.769012,1022.535465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,7.65,7.649571772,25.15282476,34.02641161,1533.855352,1022.594134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,7.95,7.949282693,25.13353764,34.08297284,1533.874807,1022.644001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,8.25,8.248973263,25.08240091,34.17908582,1533.860082,1022.733411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,8.55,8.548639191,25.03950685,34.26495641,1533.854119,1022.812581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,8.85,8.848276879,24.99455333,34.39613125,1533.891911,1022.9266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,9.15,9.14788569,24.96251405,34.49213027,1533.922973,1023.010134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,9.45,9.447471645,24.96199042,34.58674967,1534.028688,1023.083079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,9.75,9.747032278,24.97866024,34.72461246,1534.22251,1023.183487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,10.05,10.0465701,24.99404206,34.80290682,1534.349007,1023.239273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,10.35,10.34609565,25.01649314,34.84791347,1534.45665,1023.267754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,10.65,10.64560893,25.04033402,34.92958582,1534.607084,1023.323511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,10.95,10.9451075,25.00639576,34.97389031,1534.578113,1023.368606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,11.25,11.24459722,24.94522731,34.96856108,1534.429898,1023.384455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,11.55,11.54408174,24.88412948,34.96886086,1534.28766,1023.404508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,11.85,11.8435583,24.84801548,34.9985705,1534.237377,1023.4392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,12.15,12.14302918,24.8288775,34.99527174,1534.192524,1023.443795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,12.45,12.44249577,24.80192166,35.01591251,1534.154531,1023.46885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,12.75,12.74195603,24.79255476,35.03503642,1534.157502,1023.487435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,13.05,13.04141249,24.78866843,35.04212502,1534.160766,1023.495263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,13.35,13.34086666,24.78185709,35.04859076,1534.156266,1023.503505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,13.65,13.64031886,24.76750712,35.04852402,1534.126432,1023.509088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,13.95,13.93976887,24.75654243,35.05530536,1534.112188,1023.518823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,14.25,14.23921759,24.75117352,35.05087312,1534.099411,1023.518389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,14.55,14.53866625,24.74292028,35.04739925,1534.080666,1023.51955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,14.85,14.83811441,24.72609443,35.04250716,1534.03957,1023.522228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,15.15,15.13755917,24.69714169,35.05689202,1533.989802,1023.543139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,15.45,15.43699802,24.67366086,35.07221746,1533.954305,1023.563106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,15.75,15.73643115,24.6417275,35.08348691,1533.893824,1023.58255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,16.05,16.03585897,24.62292456,35.09718218,1533.867878,1023.599866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,16.35,16.33528168,24.59913796,35.10977967,1533.828583,1023.617852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,16.65,16.63470053,24.59242752,35.11703068,1533.8251,1023.62665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,16.95,16.93411811,24.59539821,35.11681095,1533.837135,1023.626884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,17.25,17.23353486,24.58389601,35.1182476,1533.815686,1023.632728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,17.55,17.53294874,24.56539881,35.1280166,1533.786177,1023.646977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,17.85,17.8323593,24.54266974,35.12883759,1533.736646,1023.655729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,18.15,18.1317693,24.50905838,35.10784668,1533.636913,1023.651249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,18.45,18.43117952,24.45719902,35.08997407,1533.495827,1023.654593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,18.75,18.73058428,24.39310658,35.10830718,1533.363742,1023.688968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,19.05,19.02998199,24.33348154,35.10180185,1533.215463,1023.703186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,19.35,19.32937685,24.25650667,35.07722458,1533.004669,1023.708879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,19.65,19.62876281,24.12418901,35.09683296,1532.704742,1023.764431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,19.95,19.92816332,24.08425758,34.87503684,1532.37053,1023.609726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,20.25,20.22758414,23.92957191,34.83428288,1531.947712,1023.625986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,20.55,20.52698835,23.73070968,34.8842211,1531.511351,1023.723711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,20.85,20.82637143,23.51503183,34.86130777,1530.950762,1023.770878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,21.15,21.12573396,23.39641178,34.9375722,1530.740135,1023.86458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,21.45,21.42508327,23.33490621,34.90854654,1530.558233,1023.861791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,21.75,21.72442121,23.14361032,34.94029009,1530.113226,1023.94266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT209,2022,4,27,8:38,-23.09133167,-44.38789833,22.04852624,22.02227251,23.08790781,34.95753635,1529.995456,1023.973139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,0.15,0.150017023,25.94686476,32.94790396,1534.465322,1021.504964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,0.45,0.450046836,25.92742222,32.99914162,1534.479239,1021.550876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,0.75,0.750067342,25.9242152,33.01206,1534.490521,1021.562896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,1.05,1.050078155,25.91723158,33.07963365,1534.551311,1021.617279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,1.35,1.350056747,25.92077682,33.29889453,1534.799126,1021.782758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,1.65,1.650006084,25.91726813,33.34109066,1534.841009,1021.816946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,1.95,1.949949736,25.92200707,33.34787529,1534.864485,1021.821891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,2.25,2.249891728,25.91973908,33.35418525,1534.870927,1021.828642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,2.55,2.549831249,25.91396072,33.363994,1534.872829,1021.839116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,2.85,2.849768295,25.90527866,33.36770686,1534.86136,1021.84589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,3.15,3.14970145,25.89578172,33.388804,1534.866554,1021.866022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,3.45,3.44962887,25.88282149,33.40743241,1534.860928,1021.885362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,3.75,3.749547748,25.84086511,33.4406012,1534.802347,1021.924612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,4.05,4.049457653,25.81213938,33.45670404,1534.756702,1021.946906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,4.35,4.349361754,25.79443221,33.47115243,1534.735315,1021.964552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,4.65,4.649261826,25.79691652,33.48399102,1534.759977,1021.974762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,4.95,4.949157854,25.79169197,33.5036575,1534.773705,1021.992496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,5.25,5.24904885,25.78622675,33.5221928,1534.785653,1022.009451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,5.55,5.548935722,25.77578685,33.53151553,1534.775965,1022.020992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,5.85,5.848819448,25.77169961,33.5417803,1534.782319,1022.031286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,6.15,6.14870108,25.76637929,33.5436817,1534.776801,1022.035653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,6.45,6.448578802,25.73799748,33.56044178,1534.732559,1022.058326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,6.75,6.748447083,25.68840034,33.59428926,1534.656243,1022.100408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,7.05,7.048298419,25.60447596,33.65625514,1534.52832,1022.174226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,7.35,7.348139057,25.51311258,33.61676269,1534.273448,1022.173735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,7.65,7.647969354,25.41306527,33.66910698,1534.095738,1022.245123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,7.95,7.947780306,25.36041043,33.72681311,1534.036732,1022.306043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,8.25,8.247576714,25.2981956,33.7511804,1533.918846,1022.344699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,8.55,8.547362455,25.26580145,33.78207313,1533.879343,1022.37918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,8.85,8.847137442,25.26727972,33.83297348,1533.942622,1022.418447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,9.15,9.146905274,25.25211921,33.83828319,1533.916973,1022.428367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,9.45,9.446666995,25.23625374,33.87277725,1533.920981,1022.460531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,9.75,9.746413136,25.19647051,33.95372793,1533.917439,1022.535046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,10.05,10.04613127,25.12166328,34.0768343,1533.874877,1022.652036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,10.35,10.34582268,25.05775794,34.13643596,1533.790022,1022.717741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,10.65,10.64548772,24.93361908,34.23680609,1533.603206,1022.832457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,10.95,10.94513036,24.84457845,34.25059292,1533.407346,1022.871074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,11.25,11.24475842,24.73304314,34.2854811,1533.178993,1022.932352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,11.55,11.54436402,24.6190204,34.36084523,1532.987471,1023.024888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,11.85,11.84394724,24.53689497,34.4067525,1532.841411,1023.085521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,12.15,12.14350669,24.47792806,34.51676508,1532.821003,1023.187659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,12.45,12.44303997,24.43252091,34.59889481,1532.80356,1023.26465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,12.75,12.74255168,24.3652676,34.66426305,1532.714257,1023.335485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,13.05,13.04204951,24.33478888,34.68277163,1532.664424,1023.35988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,13.35,13.34154395,24.31663724,34.67273955,1532.613962,1023.359003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,13.65,13.64103213,24.30160503,34.72336404,1532.636821,1023.403079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,13.95,13.94050808,24.29977796,34.77370142,1532.691857,1023.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,14.25,14.23997278,24.28712248,34.81630859,1532.711887,1023.480305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,14.55,14.53941952,24.31247479,34.93811664,1532.911162,1023.56619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,14.85,14.83884393,24.34548659,35.03823248,1533.105676,1023.633366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,15.15,15.13825412,24.35936377,35.0822949,1533.192465,1023.663847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,15.45,15.43765973,24.36484016,35.08430282,1533.213105,1023.665023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,15.75,15.7370631,24.36037624,35.10002706,1533.224207,1023.67955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,16.05,16.03646236,24.33533115,35.10686954,1533.175181,1023.693514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,16.35,16.33585985,24.30541192,35.09139529,1533.089971,1023.692044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,16.65,16.6352557,24.28183834,35.09769919,1533.043885,1023.705151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,16.95,16.93464864,24.2794262,35.10446657,1533.050314,1023.712287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,17.25,17.23404046,24.28425538,35.10596503,1533.068842,1023.713274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,17.55,17.53343127,24.28594362,35.11320861,1533.085869,1023.719546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,17.85,17.83282114,24.29634211,35.11632008,1533.11983,1023.72009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,18.15,18.13221135,24.31291065,35.11781595,1533.167191,1023.717566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,18.45,18.43160178,24.31795901,35.12008739,1533.187082,1023.719071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,18.75,18.73099081,24.32347335,35.13159986,1533.218122,1023.727428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,19.05,19.03037782,24.32558407,35.13856481,1533.235878,1023.733362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,19.35,19.32976162,24.3214806,35.15686835,1533.250652,1023.749733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,19.65,19.62914334,24.32255652,35.15327475,1533.254434,1023.747988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,19.95,19.92852474,24.3108617,35.15260266,1533.230014,1023.752271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,20.25,20.22790417,24.29538484,35.15750701,1533.20233,1023.761903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,20.55,20.5272807,24.27151906,35.16032046,1533.151738,1023.772456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,20.85,20.82665498,24.2507973,35.15733805,1533.102565,1023.777682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,21.15,21.12602941,24.23452504,35.14147174,1533.050354,1023.771826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,21.45,21.42540331,24.19482946,35.13725212,1532.95303,1023.781765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,21.75,21.72477407,24.17114855,35.14181582,1532.904621,1023.79357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,22.05,22.02414397,24.14168365,35.12134053,1532.81475,1023.788141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,22.35,22.32351021,24.09375602,35.14153625,1532.723292,1023.818977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,22.65,22.62287141,24.05909443,35.13148952,1532.631705,1023.822966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,22.95,22.92223443,24.01798657,35.09246396,1532.492612,1023.806921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,23.25,23.22159579,23.96214282,35.1056587,1532.373506,1023.834756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,23.55,23.52094799,23.89516125,35.12418905,1532.232305,1023.869903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,23.85,23.82029113,23.83612939,35.13547723,1532.102734,1023.897188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,24.15,24.11963841,23.83934219,35.06206877,1532.035994,1023.841949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,24.45,24.41898705,23.69954531,35.06711185,1531.697692,1023.88825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT02,VLT210,2022,4,27,9:50,-23.1502,-44.37414167,24.75,24.71833021,23.62673288,35.02601401,1531.475773,1023.879806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
