Cruise,Station,Year,Month,Day,Hour,Lat,Long,Pressure_CTD (dbar),Depth (m),Temperatura_CTD (C),Salinidade_CTD (psu),Sound velocity_CTD (m/s),Density_CTD(kg/m3),Prof local (m),Secchi (m),Salinidade (psu),Temperatura (C),pH,pH2,Tph,OD (mg/L),OD (% sat),OD (frasco),pCO2,Cond(mS/cm),Ch4,Metais (ml),N Fil Metais,MPS (mL),MPS (mg/ L),Volume filtrado Chl-a (ml),Chl a (ug/m3),Feo (ug/m3),Clorf-a (ug/m3),Clorf-b (ug/m3),Clorf-c (ug/m3),Clorf-a 2(ug/m3),Clorf-b 2(ug/m3),Clorf-c 2(ug/m3),Carotenoide Diatom (ug/m3),Carotenoide Dinofl (ug/m3)
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,14.25,14.19192596,15.91937361,35.41002006,1510.254244,1026.145462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,14.55,14.49040551,15.90839128,35.42301397,1510.24042,1026.159303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,14.85,14.78888072,15.88620421,35.43601336,1510.192064,1026.175711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,15.15,15.08735068,15.86970767,35.45546431,1510.168689,1026.195781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,15.45,15.38581808,15.84925593,35.44494106,1510.098402,1026.193682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,15.75,15.68428375,15.82218351,35.45393619,1510.030235,1026.208114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,16.05,15.98274685,15.7990205,35.44999597,1509.959112,1026.211691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,16.35,16.28120913,15.78217371,35.4464806,1509.907959,1026.214151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,16.65,16.57966778,15.77181403,35.471442,1509.909821,1026.237054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,16.95,16.87812189,15.7567276,35.47662874,1509.874158,1026.24581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,17.25,17.17657365,15.7506636,35.48319349,1509.867983,1026.253571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,17.55,17.47502704,15.7494993,35.45694808,1509.838951,1026.234957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,17.85,17.77348163,15.74389425,35.46755845,1509.838877,1026.245728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,18.15,18.07193349,15.73241506,35.47335926,1509.815055,1026.254133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,18.45,18.37038421,15.71654619,35.4667893,1509.7633,1026.25401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,18.75,18.66883375,15.69647678,35.47021783,1509.7101,1026.262537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,19.05,18.96728195,15.67997358,35.46514161,1509.658062,1026.263703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,19.35,19.26573138,15.6751064,35.44996052,1509.630354,1026.254445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,19.65,19.56418244,15.67754097,35.4468831,1509.639305,1026.25285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,19.95,19.86263684,15.68059681,35.41878871,1509.621183,1026.231851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,20.25,20.16109041,15.64597171,35.44213088,1509.545863,1026.259005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,20.55,20.45953925,15.62361914,35.44127383,1509.48049,1026.264737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,20.85,20.75798969,15.62738636,35.41944249,1509.471837,1026.248399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,21.15,21.0564411,15.60512474,35.42424806,1509.413275,1026.258467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,21.45,21.35488685,15.57141564,35.45063302,1509.34414,1026.287738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT133,2021,11,8,11:48,-23.171867,-44.58025,21.70774528,21.61129028,15.56312181,35.47689768,1509.353109,1026.310982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,0.15,0.14976873,25.02905986,33.92033469,1533.316873,1022.519186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,0.45,0.4493046,25.01669752,33.92780867,1533.300088,1022.529868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,0.75,0.748838928,25.00994257,33.92359087,1533.28426,1022.530023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,1.05,1.048371404,25.00303862,33.93615972,1533.286141,1022.5429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,1.35,1.347901072,24.99642716,33.94065157,1533.280031,1022.549589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,1.65,1.647428629,24.99067177,33.94737202,1533.278387,1022.557702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,1.95,1.946954875,24.99101142,33.94741474,1533.284292,1022.558927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,2.25,2.246479925,24.980402,33.95115452,1533.267697,1022.566256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,2.55,2.54600027,24.94913366,33.97027471,1533.217661,1022.591447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,2.85,2.845513938,24.9199431,33.98440664,1533.167227,1022.612236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,3.15,3.145012418,24.80847082,34.04846481,1532.970827,1022.695548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,3.45,3.444462812,24.49188563,34.24592314,1532.416471,1022.941098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,3.75,3.743866123,24.27961897,34.26166764,1531.916812,1023.017592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,4.05,4.043252346,24.07851811,34.234888,1531.395639,1023.058263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,4.35,4.342606418,23.83070773,34.3737937,1530.93492,1023.237752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,4.65,4.641920642,23.70078681,34.44495772,1530.692459,1023.33106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,4.95,4.941207374,23.59245187,34.52693101,1530.51495,1023.426142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,5.25,5.240464241,23.45384899,34.61646775,1530.268737,1023.535709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,5.55,5.53969818,23.35116467,34.63823402,1530.0383,1023.583372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,5.85,5.838917832,23.1959219,34.64372662,1529.65607,1023.633837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,6.15,6.138117167,22.98845093,34.68039477,1529.172963,1023.722787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,6.45,6.437292587,22.78928015,34.70234762,1528.692111,1023.797877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,6.75,6.736449131,22.51053366,34.66777343,1527.940859,1023.852375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,7.05,7.035565376,22.08490797,34.79997555,1526.983632,1024.074162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,7.35,7.334574967,21.39076482,35.21418227,1525.613086,1024.583338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,7.65,7.633521477,20.89896751,34.93522894,1523.989343,1024.506723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,7.95,7.932450518,20.380734,35.00884963,1522.666207,1024.70349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,8.25,8.231303292,19.94643319,35.28436793,1521.782666,1025.030103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,8.55,8.530080209,19.62656571,35.42705775,1521.058031,1025.224257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,8.85,8.828829671,19.45022827,35.35818527,1520.492059,1025.218888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,9.15,9.127567141,19.324132,35.4290001,1520.222262,1025.306966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,9.45,9.426278611,19.18841667,35.50025391,1519.924755,1025.397755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,9.75,9.724971415,18.94654707,35.4667446,1519.206506,1025.435503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,10.05,10.02365469,18.78284228,35.44715968,1518.722881,1025.463548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,10.35,10.32233969,18.71727782,35.37214648,1518.455662,1025.424121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,10.65,10.62102065,18.60359541,35.42106687,1518.190191,1025.491617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,10.95,10.91967962,18.47548175,35.48681138,1517.901349,1025.575529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,11.25,11.21831566,18.35888859,35.54353707,1517.634452,1025.649538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,11.55,11.51694403,18.21576687,35.46765882,1517.139262,1025.628527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,11.85,11.81557226,18.07629527,35.44998253,1516.719061,1025.650985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,12.15,12.11420179,18.01252211,35.38707395,1516.466786,1025.619909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,12.45,12.41283227,17.91165076,35.3854587,1516.175442,1025.644899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,12.75,12.71144451,17.790113,35.47607787,1515.927764,1025.745567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,13.05,13.01004356,17.76442319,35.4535514,1515.83174,1025.735925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,13.35,13.30863962,17.72303387,35.47843383,1515.743573,1025.766465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,13.65,13.60722637,17.67674559,35.50605851,1515.644013,1025.800295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT134,2021,11,8,13:50,-23.09625,-44.597717,13.8087752,13.76524998,17.6751709,35.52222259,1515.66045,1025.81377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,0.15,0.1498479,25.21465179,33.27929674,1533.075063,1021.978954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,0.45,0.449542435,25.2019163,33.28366852,1533.054131,1021.987413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,0.75,0.749231531,25.17489349,33.30943477,1533.021753,1022.016349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,1.05,1.048914302,25.15801298,33.32028513,1532.997759,1022.030951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,1.35,1.348589664,25.12698755,33.3542302,1532.96445,1022.067268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,1.65,1.648250128,25.06205467,33.41351842,1532.876422,1022.132969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,1.95,1.947898942,25.0405362,33.4219468,1532.838497,1022.147134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,2.25,2.247542634,25.00910709,33.43568749,1532.78227,1022.168299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,2.55,2.547181292,24.96087217,33.43266245,1532.667204,1022.181867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,2.85,2.846815648,24.92225672,33.43694687,1532.583193,1022.19804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,3.15,3.146441382,24.87103076,33.47180886,1532.501377,1022.24109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,3.45,3.446054248,24.81094272,33.50593489,1532.397046,1022.286233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,3.75,3.745654604,24.74670339,33.53244917,1532.274167,1022.326848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,4.05,4.045235195,24.65109051,33.61810636,1532.138177,1022.421521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,4.35,4.344782492,24.48409198,33.72633784,1531.850976,1022.554517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,4.65,4.644286786,24.26091672,33.84977967,1531.439938,1022.715526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,4.95,4.943756801,24.12136375,33.89058043,1531.143826,1022.789009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,5.25,5.243193697,24.00875094,34.04736077,1531.039223,1022.942168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,5.55,5.542581455,23.80715655,34.2090581,1530.717293,1023.125158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,5.85,5.841907418,23.5468717,34.42346026,1530.302861,1023.364978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,6.15,6.141179831,23.37072279,34.52134702,1529.97037,1023.491718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,6.45,6.440406154,23.14239883,34.68163939,1529.571538,1023.68065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,6.75,6.739575055,22.83494146,34.83277748,1528.957022,1023.885044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,7.05,7.038701079,22.697548,34.89718871,1528.679833,1023.974528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,7.35,7.337811587,22.60577253,34.88354252,1528.433538,1023.991654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,7.65,7.636908745,22.4756903,34.93146933,1528.155102,1024.066328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,7.95,7.935984308,22.34981986,34.97971398,1527.88684,1024.139934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,8.25,8.23502606,22.16029921,35.11607481,1527.548536,1024.298301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,8.55,8.534036168,21.9586553,35.11721878,1527.02729,1024.357097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,8.85,8.83302744,21.85238142,35.16937785,1526.810624,1024.427757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,9.15,9.131999838,21.79606717,35.22468937,1526.728411,1024.486819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,9.45,9.43096052,21.65750294,35.20070929,1526.341226,1024.508446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,9.75,9.729894003,21.37500177,35.31346306,1525.721075,1024.673655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,10.05,10.0287701,21.01408002,35.482111,1524.947018,1024.902284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,10.35,10.32759482,20.67028386,35.52088203,1524.066354,1025.026441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,10.65,10.62642605,20.44585865,35.21893168,1523.123718,1024.857983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,10.95,10.92525675,20.17734734,35.34959556,1522.538144,1025.030529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,11.25,11.22404429,19.95778612,35.43411365,1522.031724,1025.154461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,11.55,11.52282919,19.81983593,35.24654905,1521.444056,1025.048964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,11.85,11.82161227,19.68010999,35.35208515,1521.178325,1025.167443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,12.15,12.12036438,19.58975262,35.44303309,1521.033098,1025.261796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,12.45,12.41909173,19.23134863,35.41914612,1520.004602,1025.337833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT135,2021,11,8,15:21,-23.036083,-44.502833,12.88748644,12.85468905,19.15519043,35.49678872,1519.884193,1025.4187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,0.15,0.149961426,24.91871663,32.13596549,1531.128977,1021.20528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,0.45,0.449867987,24.78974328,32.2299185,1530.920302,1021.316066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,0.75,0.749708778,24.52722581,32.57173468,1530.64984,1021.65366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,1.05,1.049442965,24.32857675,33.00744269,1530.635575,1022.043075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,1.35,1.34909064,24.20851013,33.22460847,1530.578349,1022.244039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,1.65,1.648696145,24.11389074,33.3012229,1530.431545,1022.331185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,1.95,1.948263288,23.89714346,33.4467327,1530.054297,1022.506261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,2.25,2.247777457,23.64841423,33.59601472,1529.597955,1022.693236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,2.55,2.547245985,23.46180122,33.68788426,1529.232444,1022.818346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,2.85,2.846653025,23.02823511,33.91099024,1528.378676,1023.113742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,3.15,3.14600197,22.81656383,33.9639478,1527.898919,1023.215743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,3.45,3.44530767,22.66827517,34.1624357,1527.739278,1023.409811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,3.75,3.744566878,22.65827592,34.32079101,1527.891963,1023.534084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,4.05,4.043799816,22.63996122,34.38577458,1527.920929,1023.589896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,4.35,4.343007368,22.62238167,34.53334515,1528.042302,1023.708164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,4.65,4.642191739,22.58138935,34.56995123,1527.98162,1023.748899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,4.95,4.941374107,22.54763984,34.52051271,1527.845209,1023.722271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,5.25,5.240546914,22.43160459,34.59726391,1527.633937,1023.814717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,5.55,5.539689533,22.20713357,34.66303048,1527.127278,1023.929296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,5.85,5.838781947,21.91283799,34.8549265,1526.572782,1024.158857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,6.15,6.137816618,21.70102902,34.99439701,1526.173332,1024.325149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,6.45,6.43679588,21.49990749,35.20050446,1525.87322,1024.538904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,6.75,6.735719895,21.3154597,35.34920093,1525.5518,1024.704192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,7.05,7.034602052,21.06510507,35.41773515,1524.962606,1024.826282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,7.35,7.333470067,20.82451057,35.29761298,1524.185749,1024.801563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,7.65,7.632353555,20.58105597,35.10334693,1523.313787,1024.72056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLT01,VLT136,2021,11,8,16:45,-23.023667,-44.4053,7.95,7.931224793,20.28651681,35.2152761,1522.638156,1024.885973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
