% Device,CC1942004
% File name,CC1942004_20220426_150205
% Cast time (UTC),2022-04-26 15:02:05
% Cast time (local),2022-04-26 12:02:05
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-22.9297922
% Start longitude,-43.8124163
% Start altitude,-12.161999702453613
% Start GPS horizontal error(Meter),150.99800109863281
% Start GPS vertical error(Meter),768.8590087890625
% Start GPS number of satellites,3
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),74
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2019-10-28
% Temperature calibration date,2019-10-25
% Pressure calibration date,2019-10-23
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15029362684250663,26.200648552971263,48162.104224435621,47032.709140986743,30.57371432229117,1532.5313890682767,1019.6389560116613
0.44999999999999996,0.45087300426933957,26.144510694187144,48218.532881813931,47139.499652397921,30.651045086333216,1532.4862364012463,1019.7156971923248
0.74999999999999989,0.7514333472639233,26.113524437820722,48253.27430288741,47202.061326828683,30.696329351556304,1532.4662826747683,1019.7605891565866
1.05,1.0519799554775557,26.086635182474197,48301.228071635662,47273.839722571807,30.748347488396718,1532.4631594342986,1019.8092884800275
1.35,1.3525111985396692,26.0599374322596,48362.926309794326,47358.975296392251,30.81009965470415,1532.470840733735,1019.8652542709625
1.65,1.6530286075631027,26.047089741152018,48412.590510229275,47419.540228168073,30.854046956352803,1532.49232238477,1019.9035706298806
1.9500000000000002,1.9535372400080739,26.04385363930982,48445.709296541005,47454.988056810878,30.879760876824143,1532.5171257189745,1019.9252153093112
2.25,2.254038310491894,26.038738711036981,48491.672028378467,47504.7711336686,30.915909186382549,1532.5486073803124,1019.9552907247771
2.55,2.5545294877125917,26.029751581536669,48545.519743144541,47565.898557802349,30.960307022604542,1532.5797165047254,1019.992764419121
2.85,2.8550025947798994,25.97795455954288,48623.930407319349,47691.135146003158,31.051194145141547,1532.5589400322667,1020.0783625462698
3.2834803242011361,3.2890977816886062,25.898671126259462,48941.78985387359,48077.669584406605,31.332510884056809,1532.6783264000512,1020.3163413502788
